site_no,station_nm,dec_lat_va,dec_long_va,huc_cd,flow,flow_dt,flow_unit,flow_nday,class,percentile,percent_median,percent_mean
07157950,"Cimarron River near Buffalo, OK",36.852,-99.3154,11050001,100.23,2019-02-28,cfs,7,5,60.55,115.21,94.58
07158000,"Cimarron River near Waynoka, OK",36.5173,-98.8795,11050001,254.57,2019-02-28,cfs,7,6,80.17,194.54,144.54
07159100,"Cimarron River near Dover, OK",35.9517,-97.9145,11050002,448.71,2019-02-28,cfs,7,5,65.83,135.33,63.11
07159750,"Cottonwood Creek near Seward, OK",35.8137,-97.4781,11050002,110.72,2019-02-28,cfs,5,0,64.87,143.53,69.93
07160000,"Cimarron River near Guthrie, OK",35.9206,-97.4259,11050002,566.83,2019-02-28,cfs,6,5,69.55,154.81,67.13
07160350,"Skeleton Creek at Enid, OK",36.3761,-97.8003,11050002,5.68,2019-02-28,cfs,7,0,4.35,41.01,21.91
07160500,"Skeleton Creek near Lovell, OK",36.06,-97.585,11050002,63.86,2019-02-28,cfs,7,6,76.37,263.34,63.69
07161450,"Cimarron River near Ripley, OK",35.9859,-96.9122,11050003,638.86,2019-02-28,cfs,7,5,45.82,83.37,37.91
07164500,"Arkansas River at Tulsa, OK",36.1406,-96.0064,11110101,6471.86,2019-02-28,cfs,7,5,66.12,153.68,101.02
07164600,"Joe Creek at 61st St at Tulsa, OK",36.0756,-95.9605,11110101,4.57,2019-02-28,cfs,7,0,48.74,94.03,24.21
07165562,"Haikey Creek at 101st St South at Tulsa,",36.017,-95.8489,11110101,6.29,2019-02-28,cfs,7,0,45.8,55.52,25.46
07165565,"Little Haikey Creek at 101st St South at",36.0176,-95.8608,11110101,2.59,2019-02-28,cfs,7,5,51.17,151.46,32.5
07165570,"Arkansas River near Haskell, OK",35.8228,-95.6378,11110101,4038,2019-02-28,cfs,5,5,38.48,85.06,49.22
07165750,"VERDIGRIS R NR VIRGIL, KS",37.9825,-96.0239,11070101,614.57,2019-02-28,cfs,7,0,85.52,2109.75,361.87
07166500,"VERDIGRIS R NR ALTOONA, KS",37.5298,-95.6747,11070101,1530.33,2019-02-28,cfs,6,6,84.26,742.37,233.94
07167500,"OTTER C AT CLIMAX, KS",37.7081,-96.2236,11070102,139.47,2019-02-28,cfs,7,6,80.74,647.19,147.03
07169500,"FALL R AT FREDONIA, KS",37.5084,-95.8336,11070102,849.33,2019-02-28,cfs,6,6,81.15,546.44,190.05
07169800,"ELK R AT ELK FALLS, KS",37.3756,-96.1855,11070104,146.5,2019-02-28,cfs,7,5,68.15,284.8,73.71
07170500,"VERDIGRIS R AT INDEPENDENCE, KS",37.2237,-95.6778,11070103,2801.43,2019-02-28,cfs,7,5,72.3,243.26,120.85
07170700,"BIG HILL C NR CHERRYVALE, KS",37.2667,-95.4691,11070103,,,,,0,,,
07170990,"VERDIGRIS R AT COFFEYVILLE, KS",37.0054,-95.5928,11070103,3311.43,2019-02-28,cfs,7,0,78.26,415.05,183.67
07171000,"Verdigris River near Lenapah, OK",36.8512,-95.5861,11070103,3158.57,2019-02-28,cfs,7,5,70.99,228.55,102.09
07172000,"CANEY R NR ELGIN, KS",37.0039,-96.3167,11070106,276,2019-02-28,cfs,7,6,75.79,309.14,94.24
07174400,"Caney River above Coon Creek at Bartlesv",36.7556,-95.9722,11070106,426,2019-02-28,cfs,7,5,59.7,136.67,48.62
07175500,"Caney River near Ramona, OK",36.509,-95.8419,11070106,879.71,2019-02-28,cfs,7,5,61.24,154.53,51.92
07176000,"Verdigris River near Claremore, OK",36.3075,-95.6997,11070105,2748.57,2019-02-28,cfs,7,5,55.45,144.46,68.37
07176321,"Bird Creek at SH 99 at Pawhuska, Ok",36.6669,-96.3139,11070107,37.27,2019-02-28,cfs,6,0,66.67,144.12,144.12
07176500,"Bird Creek at Avant, OK",36.4851,-96.0603,11070107,150.39,2019-02-28,cfs,7,5,60.48,190.73,34.32
07176950,"Hominy Creek near Hominy, OK",36.4737,-96.3789,11070107,18.84,2019-02-28,cfs,7,0,69.26,215.31,70.25
07177500,"Bird Creek near Sperry, OK",36.2784,-95.9542,11070107,271.67,2019-02-28,cfs,6,0,59.83,191.32,39.89
07177650,"Flat Rock Creek at Cincinnati Ave at Tul",36.2154,-95.9953,11070107,1.38,2019-02-28,cfs,7,5,45.17,70.77,19.66
07177800,"Coal Creek at Tulsa, OK",36.1945,-95.9142,11070107,4.6,2019-02-28,cfs,6,5,55.26,118.56,56.51
07178000,"Bird Creek near Owasso, OK",36.2487,-95.8672,11070107,305,2019-02-28,cfs,7,5,52.07,111.2,37.87
07178200,"Bird Ck at State Highway 266 near Catoos",36.2232,-95.8194,11070107,495.2,2019-02-28,cfs,5,5,57.75,134.18,45.99
07179300,"NEOSHO R NR PARKERVILLE, KS",38.7513,-96.6497,11070201,116.54,2019-02-28,cfs,7,0,83.33,4938.14,4482.31
07179500,"NEOSHO R AT COUNCIL GROVE, KS",38.6658,-96.4936,11070201,250.57,2019-02-28,cfs,7,7,93.75,2249.28,435.55
07179700,"ROCK C NR DUNLAP, KS",38.6106,-96.3703,11070201,371.85,2019-02-28,cfs,6,0,83.33,13823.4,4579.43
07179730,"NEOSHO R NR AMERICUS, KS",38.467,-96.2506,11070201,1068.5,2019-02-28,cfs,6,7,95.02,1245.63,423.96
07179750,"NEOSHO R AT BURLINGAME RD NR EMPORIA, KS",38.4286,-96.1583,11070201,1335,2019-02-28,cfs,7,0,88.89,3660.54,1007.24
07179785,"NF COTTONWOOD R NR DURHAM, KS",38.4968,-97.2612,11070202,62.31,2019-02-28,cfs,7,0,0,0,0
07179795,"N COTTONWOOD R BL MARION LK, KS",38.3658,-97.0828,11070202,70.6,2019-02-28,cfs,5,6,83.68,2322.37,160.82
07180400,"COTTONWOOD R NR FLORENCE, KS",38.2361,-96.8772,11070202,304.86,2019-02-28,cfs,7,6,75.75,360.01,112.4
07180500,"CEDAR C NR CEDAR POINT, KS",38.1964,-96.8245,11070202,103.63,2019-02-28,cfs,7,6,83.33,609.59,172.92
07182200,"SF COTTONWOOD R NR BAZAAR, KS",38.2856,-96.5128,11070203,363.09,2019-02-28,cfs,7,0,83.33,2448.35,2189.93
07182250,"COTTONWOOD R NR PLYMOUTH, KS",38.3975,-96.3561,11070203,1605.14,2019-02-28,cfs,7,6,81.06,643.16,180.42
07182260,"COTTONWOOD R AT EMPORIA, KS",38.3851,-96.1814,11070203,1759.29,2019-02-28,cfs,7,0,80,1057.08,1031.9
07182390,"NEOSHO R AT NEOSHO RAPIDS, KS",38.3681,-96.0003,11070201,2924.14,2019-02-28,cfs,7,0,87.5,1153.19,474.3
07182510,"NEOSHO R AT BURLINGTON, KS",38.1945,-95.7353,11070204,4004.71,2019-02-28,cfs,7,7,96.09,646.3,390.99
07183000,"NEOSHO R NR IOLA, KS",37.9223,-95.4278,11070204,5044.29,2019-02-28,cfs,7,7,95.28,1205.93,420.18
07183500,"NEOSHO R NR PARSONS, KS",37.3401,-95.11,11070205,5184.29,2019-02-28,cfs,7,6,87.43,804.21,247.47
07184000,"LIGHTNING C NR MCCUNE, KS",37.2812,-95.0327,11070205,193.89,2019-02-28,cfs,7,5,72.86,737.5,94.13
07184500,"LABETTE C NR OSWEGO, KS",37.1938,-95.1925,11070205,167.43,2019-02-28,cfs,7,0,86.34,1531.84,323.04
07185000,"Neosho River near Commerce, OK",36.9287,-94.9575,11070206,4811.67,2019-02-28,cfs,6,5,74.71,333.48,139.39
07185030,"Elm Creek near Commerce, OK",36.9217,-94.9183,11070206,7.58,2019-02-28,cfs,7,0,0,0,0
07185090,"Tar Creek near Commerce, OK",36.9437,-94.8533,11070206,15.57,2019-02-28,cfs,6,0,50.89,120.7,64.82
07185095,"Tar Creek at 22nd Street Bridge at Miami",36.9001,-94.8683,11070206,23.44,2019-02-28,cfs,7,0,49.9,99.53,28.11
07185700,"Spring River at La Russell, MO",37.1503,-94.0614,11070207,408.71,2019-02-28,cfs,7,6,80.43,257.29,163.48
07185765,"Spring River at Carthage, MO",37.1886,-94.3259,11070207,516.86,2019-02-28,cfs,7,5,73.31,170.78,129.48
07185910,"North Fork Spring River near Purcell, MO",37.2589,-94.435,11070207,345.57,2019-02-28,cfs,7,0,57.27,421.12,74.93
07186000,"Spring River near Waco, MO",37.2456,-94.5664,11070207,1016.86,2019-02-28,cfs,7,5,69.78,192.48,84.93
07186055,"COW C NR SCAMMON, KS",37.2806,-94.675,11070207,148.27,2019-02-28,cfs,7,0,80,583.51,636.35
07186480,"Center Creek near Smithfield, MO",37.1556,-94.603,11070207,,,,,0,,,
07187000,"Shoal Creek above Joplin, MO",37.0232,-94.5166,11070207,521.57,2019-02-28,cfs,7,5,72.6,171.33,113.29
07187600,"SPRING R NR BAXTER SPRINGS, KS",37.0237,-94.7211,11070207,2064.29,2019-02-28,cfs,7,0,56.71,224.41,63.73
07188000,"Spring River near Quapaw, OK",36.9345,-94.7472,11070207,2182.86,2019-02-28,cfs,7,5,63.83,158.01,73.18
07188005,"Beaver Creek near Quapaw, Ok",36.9339,-94.7539,11070207,5.26,2019-02-28,cfs,7,0,0,0,0
07188653,"Big Sugar Creek near Powell, MO",36.6159,-94.1822,11070208,104.84,2019-02-28,cfs,7,0,51.33,103.36,70.59
07188838,"Little Sugar Creek near Pineville, MO",36.584,-94.3733,11070208,224.8,2019-02-28,cfs,5,0,71.65,149.73,142.02
07188885,"Indian Creek near Lanagan, MO",36.5993,-94.4496,11070208,198,2019-02-28,cfs,7,0,68.74,141.72,73.34
07189000,"Elk River near Tiff City, Mo",36.6315,-94.5869,11070208,579.57,2019-02-28,cfs,7,5,52.01,103.09,56.19
07189100,"Buffalo Creek at Tiff City, MO",36.6709,-94.6041,11070208,49.79,2019-02-28,cfs,7,0,56.2,112.24,55.3
07189540,"Cave Springs Branch near South West City",36.5473,-94.618,11070206,8.68,2019-02-28,cfs,7,0,86.04,187.07,114.66
07189542,"Honey Creek near South West City, MO",36.5489,-94.6836,11070206,,,,,0,,,
07190500,"Neosho River near Langley, OK",36.439,-95.0486,11070209,8750,2019-02-28,cfs,7,0,0,0,0
07191000,"Big Cabin Creek near Big Cabin, OK",36.5684,-95.1522,11070209,129.66,2019-02-28,cfs,7,5,60.01,158.66,26.15
07191160,"Spavinaw Creek near Maysville, AR",36.3645,-94.5513,11070209,77.93,2019-02-28,cfs,7,0,75.59,150.27,76.85
07191179,"Spavinaw Creek near Cherokee City, AR",36.342,-94.5877,11070209,89.64,2019-02-28,cfs,7,0,74.99,140.44,75.75
07191220,"Spavinaw Creek near Sycamore, OK",36.3347,-94.6414,11070209,99.24,2019-02-28,cfs,7,5,62.54,125.62,58.5
07191222,"Beaty Creek near Jay, OK",36.3554,-94.7763,11070209,41.33,2019-02-28,cfs,7,0,59.79,152.9,60.8
07191288,"Spavinaw Creek near Eucha, OK",36.3792,-94.9369,11070209,293.43,2019-02-28,cfs,7,0,69.95,178.6,72.39
07191500,"Neosho River near Chouteau, OK",36.2295,-95.1827,11070209,8752.86,2019-02-28,cfs,7,5,59.74,144.86,90.8
07192100,"Spring Creek near Locust Grove, OK",36.1484,-95.1575,11070209,89.38,2019-02-28,cfs,5,0,0,0,0
07194500,"Arkansas River near Muskogee, OK",35.7695,-95.2972,11110102,18542.9,2019-02-28,cfs,7,0,72.11,169.46,109.71
07194800,"Illinois River at Savoy, AR",36.1031,-94.3444,11110103,201.71,2019-02-28,cfs,7,0,75.55,229.79,152.63
07194880,"Osage Creek near Cave Springs, AR",36.2815,-94.228,11110103,49.77,2019-02-28,cfs,7,0,80.34,149.68,91.56
07194906,"Spring Creek at Sanders Ave at Springdal",36.1957,-94.1359,11110103,4.02,2019-02-28,cfs,7,0,82.11,659.02,319.05
07194933,"Spring Creek at Hwy 112 nr Springdale, A",36.2438,-94.2391,11110103,34.7,2019-02-28,cfs,7,0,33.04,91.58,91.75
07195000,"Osage Creek near Elm Springs, AR",36.2219,-94.2883,11110103,144.14,2019-02-28,cfs,7,5,69.26,132.77,95.62
07195400,"Illinois River at Hwy. 16 near Siloam Sp",36.1447,-94.4947,11110103,717.14,2019-02-28,cfs,7,0,86.61,190.95,171.12
07195430,"Illinois River South of Siloam Springs, ",36.1086,-94.5333,11110103,751.71,2019-02-28,cfs,7,0,73.27,163.31,98.57
07195500,"Illinois River near Watts, OK",36.1301,-94.5722,11110103,757.29,2019-02-28,cfs,7,5,72.34,172.5,93.32
07195800,"Flint Creek at Springtown, AR",36.2561,-94.4336,11110103,8.82,2019-02-28,cfs,7,5,43.33,92.16,50.14
07195855,"Flint Creek near West Siloam Springs, OK",36.2161,-94.6053,11110103,86.43,2019-02-28,cfs,7,6,80.86,222.24,139.76
07195865,"Sager Creek near West Siloam Springs, OK",36.2017,-94.6052,11110103,18.54,2019-02-28,cfs,7,0,56.81,125.02,66.1
07196000,"Flint Creek near Kansas, OK",36.1865,-94.7069,11110103,96.13,2019-02-28,cfs,7,5,67.69,121.9,69.09
07196090,"Illinois River at Chewey, OK",36.1043,-94.7827,11110103,822.14,2019-02-28,cfs,7,0,87.5,177.9,165.07
07196500,"Illinois River near Tahlequah, OK",35.9229,-94.9236,11110103,1067.71,2019-02-28,cfs,7,5,69.89,157.6,85.39
07196900,"Baron Fork at Dutch Mills, AR",35.88,-94.4864,11110103,44.97,2019-02-28,cfs,7,5,61.81,143.9,70.19
07197000,"Baron Fork at Eldon, OK",35.9212,-94.8386,11110103,429,2019-02-28,cfs,7,5,74.41,212.38,101.95
07197360,"Caney Creek near Barber, OK",35.7851,-94.8563,11110103,95.33,2019-02-28,cfs,7,0,77.88,191.23,81.3
07198000,"Illinois River near Gore, OK",35.5732,-95.0688,11110103,3594.29,2019-02-28,cfs,7,6,89.8,292.51,219.88
07202500,"EAGLE TAIL DITCH NR MAXWELL, NM",36.6486,-104.559,11080001,0.37,2019-02-28,cfs,7,5,38.61,36.63,11.94
07203000,"VERMEJO RIVER NEAR DAWSON, NM",36.681,-104.786,11080001,4.29,2019-02-28,cfs,7,5,41.29,86.49,71.86
07206000,"CIMARRON RIVER BELOW EAGLE NEST DAM, NM",36.5321,-105.228,11080002,1.68,2019-02-28,cfs,7,6,77.45,730.43,65.88
07207000,"CIMARRON RIVER NEAR CIMARRON, NM",36.5198,-104.979,11080002,51.98,2019-02-28,cfs,5,8,98.51,1283.46,971.59
07207500,"PONIL CREEK NEAR CIMARRON, NM",36.5737,-104.947,11080002,5.7,2019-02-28,cfs,7,7,91.65,285,227.09
07208500,"RAYADO CREEK NEAR CIMARRON, NM",36.3723,-104.969,11080002,4.11,2019-02-28,cfs,7,5,45.83,96.48,89.15
07211500,"CANADIAN RIVER NEAR TAYLOR SPRINGS, NM",36.2976,-104.495,11080003,8.21,2019-02-28,cfs,7,5,29.32,61.59,32.22
07215500,"MORA RIVER AT LA CUEVA, NM",35.9451,-105.256,11080004,0.22,2019-02-28,cfs,7,2,1.34,3.97,3.13
07216500,"MORA RIVER NEAR GOLONDRINAS, NM",35.8909,-105.164,11080004,2.63,2019-02-28,cfs,7,4,11.47,29.68,26.25
07218000,"COYOTE CREEK NEAR GOLONDRINAS, NM",35.9165,-105.164,11080004,,,,,0,,,
07221500,"CANADIAN RIVER NEAR SANCHEZ, NM",35.6548,-104.379,11080003,12.46,2019-02-28,cfs,7,4,17.02,34.73,19.73
07226500,"UTE CREEK NEAR LOGAN, NM",35.4385,-103.526,11080007,0,2019-02-28,cfs,7,0,,,
07227000,"CANADIAN RIVER AT LOGAN, NM",35.35,-103.4,11080006,4.19,2019-02-28,cfs,7,6,84.65,149.11,35.84
07227100,"REVUELTO CREEK NEAR LOGAN, NM",35.3444,-103.39,11080008,4.78,2019-02-28,cfs,7,5,71.85,306.41,92.46
07227420,"Cramer Ck at US Hwy 54 nr Dalhart, TX",35.7513,-102.893,11090102,0,2019-02-28,cfs,7,0,,,
07227500,"Canadian Rv nr Amarillo, TX",35.4703,-101.88,11090105,54.17,2019-02-28,cfs,7,6,77.9,259.06,106.8
07227890,"Big Blue Ck nr Fritch, TX",35.7208,-101.663,11090105,3,2019-02-28,cfs,7,0,60,125,95.24
07228000,"Canadian Rv nr Canadian, TX",35.935,-100.371,11090106,56.67,2019-02-28,cfs,7,5,29.14,76.75,61.84
07228500,"Canadian River at Bridgeport, OK",35.5437,-98.3178,11090202,286.86,2019-02-28,cfs,7,5,64.82,125.43,97.43
07228940,"Canadian River near Mustang, OK",35.3242,-97.7236,11090202,435.14,2019-02-28,cfs,7,0,86.43,152.07,153.84
07229050,"Canadian River at Norman, OK",35.1945,-97.485,11090202,461.71,2019-02-28,cfs,7,0,70.49,125.32,116.22
07229300,"Walnut Creek at Purcell, OK",34.999,-97.367,11090202,14.94,2019-02-28,cfs,7,5,27.81,46.24,10.53
07230000,"Little River blw Lk Thunderbird nr Norma",35.2217,-97.2139,11090203,52.2,2019-02-28,cfs,7,5,73.16,8700,105.09
07230500,"Little River near Tecumseh, OK",35.1726,-96.932,11090203,56.1,2019-02-28,cfs,7,5,61.9,200.36,32.96
07231000,"Little River near Sasakwa, OK",34.9654,-96.5125,11090203,119.4,2019-02-28,cfs,7,5,55.51,129.22,26.83
07231500,"Canadian River at Calvin, OK",34.9779,-96.2436,11090202,943.14,2019-02-28,cfs,7,5,62.09,158.82,56.86
07233500,"Palo Duro Ck nr Spearman, TX",36.2023,-101.306,11100104,0,2019-02-28,cfs,7,0,,,
07234000,"Beaver River at Beaver, OK",36.8222,-100.519,11100201,1.11,2019-02-28,cfs,7,5,48.01,69.38,18.56
07235000,"Wolf Ck at Lipscomb, TX",36.2386,-100.276,11100203,2.04,2019-02-28,cfs,6,5,30.75,48.46,47.78
07235600,"Wolf Creek nr Gage, OK",36.3267,-99.7611,11100203,11.63,2019-02-28,cfs,7,0,76.47,138.78,124.39
07237500,"North Canadian River at Woodward, OK",36.4367,-99.2784,11100301,113.07,2019-02-28,cfs,7,5,70.41,169.49,127.22
07238000,"North Canadian River near Seiling, OK",36.1834,-98.9212,11100301,164.57,2019-02-28,cfs,7,5,72.35,155.46,118.35
07239300,"North Canadian River blw Weavers Ck nr W",35.812,-98.4209,11100301,127.29,2019-02-28,cfs,7,5,54.39,162.61,82.35
07239450,"North Canadian River near Calumet, OK",35.617,-98.0653,11100301,184.2,2019-02-28,cfs,5,0,60.87,148.2,93.17
07239500,"North Canadian River near El Reno, OK",35.5631,-97.9576,11100301,203.6,2019-02-28,cfs,5,5,67.55,229.12,119.1
07239700,"North Canadian River near Yukon, OK",35.5395,-97.7425,11100301,247.14,2019-02-28,cfs,7,0,66.32,211.88,103.14
07240000,"Lake Hefner Canal near Oklahoma City, OK",35.5531,-97.62,11050002,40.73,2019-02-28,cfs,7,0,60.75,125.79,46.28
07241000,"North Canadian River blw Lk Overholser n",35.4787,-97.6634,11100301,222.8,2019-02-28,cfs,5,6,77.47,937.71,151.33
07241520,"North Canadian River at Britton Rd at OK",35.5656,-97.3673,11100302,296.14,2019-02-28,cfs,7,0,62.34,155.98,87.81
07241550,"North Canadian River near Harrah, OK",35.5003,-97.1939,11100302,283.71,2019-02-28,cfs,7,5,56.18,118.99,64
07241780,"Squirrel Creek at Shawnee, OK",35.3042,-96.9122,11100302,3.18,2019-02-28,cfs,7,0,0,0,0
07241800,"North Canadian River at Shawnee, OK",35.3331,-96.8695,11100302,430.86,2019-02-28,cfs,7,0,64.87,153.93,80.1
07242000,"North Canadian River near Wetumka, OK",35.2656,-96.2061,11100302,592.14,2019-02-28,cfs,7,5,65.29,155.88,73.24
07242380,"Deep Fork at Warwick, OK",35.6809,-97.0084,11100303,52,2019-02-28,cfs,5,5,39.36,53.66,26.84
07243500,"Deep Fork near Beggs, OK",35.674,-96.0686,11100303,365.14,2019-02-28,cfs,7,5,60.66,143.51,36.93
07245000,"Canadian River near Whitefield, OK",35.2623,-95.2372,11090204,4825.71,2019-02-28,cfs,7,5,60.32,128.63,75.55
07247000,"Poteau River at Cauthron, AR",34.9189,-94.2994,11110105,256.2,2019-02-28,cfs,5,5,54.23,112.54,68.95
07247015,"Poteau River at Loving, OK",34.8798,-94.4841,11110105,430.57,2019-02-28,cfs,7,0,64.52,369.81,108.45
07247250,"Black Fork below Big Creek nr Page, OK",34.7737,-94.5122,11110105,170.71,2019-02-28,cfs,7,0,62.27,142.77,77.64
07247500,"Fourche Maline near Red Oak, OK",34.9126,-95.1558,11110105,125.03,2019-02-28,cfs,7,5,58.46,143.71,62.17
07249400,"James Fork near Hackett, AR",35.1625,-94.4069,11110105,220.29,2019-02-28,cfs,7,5,69.84,191.84,91.92
07249413,"Poteau River near Panama, OK",35.1657,-94.653,11110105,4761.43,2019-02-28,cfs,7,0,74.52,278.91,170.93
07249455,"Arkansas River at Ft. Smith, Ar.",35.3918,-94.4324,11110104,34342.9,2019-02-28,cfs,7,0,78.3,167.64,143.4
07249800,"Lee Creek at Short, OK",35.5658,-94.5319,11110104,410.14,2019-02-28,cfs,7,0,69.15,150.79,101.51
07249920,"Little Lee Creek near Nicut, OK",35.5731,-94.5569,11110104,130.57,2019-02-28,cfs,7,0,65.89,127.56,84.31
07249985,"Lee Creek near Short, OK",35.5172,-94.4642,11110104,528.43,2019-02-28,cfs,7,5,58.54,120.31,68.75
07250085,"Lee Creek at Lee Creek Reservoir near Va",35.4844,-94.3928,11110104,263,2019-02-28,cfs,7,0,44.46,68.93,34.9
07250551,"ARK RIVER HYDROPLANT AT TRIMBLE L&D NR V",35.3495,-94.2985,11110104,22600,2019-02-28,cfs,7,0,84.76,151.68,164.73
07250935,"Jones Creek at Winfrey, AR",35.7358,-94.1031,11110201,49.53,2019-02-28,cfs,7,0,81.03,213.22,158.55
07250965,"Frog Bayou at Winfrey, AR",35.7222,-94.1136,11110201,144.4,2019-02-28,cfs,7,0,81.57,206.94,172.93
07250974,"Jack Creek near Winfrey, AR",35.7044,-94.0917,11110201,21.14,2019-02-28,cfs,7,0,89.17,221.36,202.49
07251500,"Frog Bayou at Rudy, AR",35.5258,-94.2714,11110201,283.71,2019-02-28,cfs,7,5,72.81,156,116.54
07252000," Mulberry River near Mulberry. AR",35.5769,-94.0153,11110201,1288.43,2019-02-28,cfs,7,6,80.72,237.41,139.39
07257006,"Big Piney Creek at Highway 164 near Dove",35.5058,-93.1814,11110202,1247.71,2019-02-28,cfs,7,0,82.88,264.66,197.87
07257500," Illinois Bayou near Scottsville, AR",35.4664,-93.0411,11110202,1026,2019-02-28,cfs,4,6,87.44,247.31,183.69
07257693,"Huckleberry Creek nr Augsburg, AR",35.3931,-93.2206,11110202,8.02,2019-02-28,cfs,7,0,82.86,413.4,240.12
07258500,"Petit Jean River near Booneville, AR",35.1069,-93.9236,11110204,363.14,2019-02-28,cfs,7,5,67.37,178.26,86.78
07260000,"Dutch Creek at Waltreak, AR",34.9869,-93.6131,11110204,196.71,2019-02-28,cfs,7,6,79.29,243.69,145.52
07260500,"Petit Jean River at Danville, AR",35.0586,-93.3956,11110204,3182.86,2019-02-28,cfs,7,7,93.6,433.04,242.97
07260673,"West Fork Point Remove Creek near Hattie",35.3247,-92.8731,11110203,1435.43,2019-02-28,cfs,7,0,93.33,462.73,453.49
07260678,"East Fork Point Remove Creek nr Morrilto",35.2842,-92.6811,11110203,653.57,2019-02-28,cfs,7,0,75,496.63,442.14
07260990,"North Fork Cadron Creek near Quitman, AR",35.3942,-92.2969,11110205,303.86,2019-02-28,cfs,7,0,76.54,290.97,182.49
07261000,"Cadron Creek near Guy, AR",35.2986,-92.4039,11110205,1044.86,2019-02-28,cfs,7,6,89.67,382.73,227.12
07261090,"Cypress Creek nr Birdtown, AR",35.2708,-92.6303,11110205,136.43,2019-02-28,cfs,7,0,85.71,290.52,245.55
07261200,"East Fork Cadron Creek near Enola, AR",35.2183,-92.2794,11110205,912.86,2019-02-28,cfs,7,0,83.33,619.18,394.78
07261500,"Fourche LaFave River Near Gravelly, AR",34.8725,-93.6572,11110206,983,2019-02-28,cfs,7,5,73.52,201.41,111.9
07263012,"Fourche LaFave River near Aplin, AR",34.9567,-92.985,11110206,5430,2019-02-28,cfs,7,0,93.33,699.29,361.67
07263295,"Maumelle River at Williams Junction, AR",34.8761,-92.7744,11110207,345.69,2019-02-28,cfs,7,0,96.55,457.08,361.07
07263296,"Maumelle River near Wye, AR",34.8789,-92.6856,11110207,641.43,2019-02-28,cfs,7,0,90,678.98,555.88
07263300,"Maumelle River at Maumelle Dam at Natura",34.8631,-92.4853,11110207,1527.14,2019-02-28,cfs,7,0,96.43,704.69,617.15
07263450," Arkansas River at Murray Dam near Littl",34.7931,-92.3583,11110207,,,,,0,,,
07263451,"Hydroplant @ Murray Dam @ Little Rock, A",34.7909,-92.359,11110207,13714.3,2019-02-28,cfs,7,0,28.39,88.4,72.63
07263555,"Fourche Creek at Univ. Avenue at Little ",34.7069,-92.3444,11110207,528,2019-02-28,cfs,7,0,86.16,304.52,237.86
07263580,"Rock Creek at 36th Street at Little Rock",34.7242,-92.3589,11110207,26.04,2019-02-28,cfs,7,0,47.94,93.84,85.27
07264000,"Bayou Meto near Lonoke, AR",34.7367,-91.9158,08020402,1505.71,2019-02-28,cfs,7,7,93.47,451.3,292.76
07268000,"LITTLE TALLAHATCHIE RIVER AT ETTA, MS",34.4825,-89.2244,08030201,23840,2019-02-28,cfs,7,8,98.7,2386.05,1573.4
07274000,"YOCONA RIVER NR OXFORD, MS",34.2733,-89.5214,08030203,9318.57,2019-02-28,cfs,7,8,98.11,2097.08,1519.54
07275900,"COLDWATER RIVER NR OLIVE BRANCH, MS",34.9075,-89.7533,08030204,2588.71,2019-02-28,cfs,7,0,94.44,903.34,700.86
07281600,"TALLAHATCHIE RIVER AT MONEY, MS",33.6514,-90.2111,08030202,20716.7,2019-02-28,cfs,6,0,95.65,153.62,193.41
07283000,"SKUNA RIVER AT BRUCE, MS",33.9736,-89.3478,08030205,10062.6,2019-02-28,cfs,7,8,98.59,2664.1,1533.27
07285500,"YALOBUSHA RIVER AT GRENADA, MS",33.7878,-89.8097,08030205,6141.29,2019-02-28,cfs,7,0,87.76,178.5,175.09
07288000,"BIG SUNFLOWER RIVER AT CLARKSDALE, MS",34.1973,-90.5751,08030207,,,,,0,,,
07288068,"HARRIS BAYOU AT PALMER RD EAST OF ALLIGA",34.0747,-90.6249,08030207,697,2019-02-28,cfs,7,0,80,473.44,433.59
07288280,"BIG SUNFLOWER RIVER NR MERIGOLD, MS",33.8325,-90.67,08030207,7952.86,2019-02-28,cfs,7,0,96.15,1463.08,704.4
07288500,"BIG SUNFLOWER RIVER AT SUNFLOWER, MS",33.5473,-90.5431,08030207,6660,2019-02-28,cfs,7,7,96.93,482.06,349.47
07288650,"BOGUE PHALIA NR LELAND, MS",33.3967,-90.8478,08030207,,,,,0,,,
07288700,"BIG SUNFLOWER RIVER NR ANGUILLA, MS",32.9718,-90.7779,08030207,28785.7,2019-02-28,cfs,7,0,0,0,0
07288800,"YAZOO RIVER AT REDWOOD, MS",32.4874,-90.8173,08030208,42228.6,2019-02-28,cfs,7,0,85.71,384.22,338.15
07288955,"YAZOO RIVER BL STEELE BAYOU NR LONG LAKE",32.4442,-90.9142,08030208,,,,,0,,,
07289000,"MISSISSIPPI RIVER AT VICKSBURG, MS",32.315,-90.9058,08060100,1611430,2019-02-28,cfs,7,0,90.91,248.29,229.88
07289350,"BIG BLACK RIVER AT WEST, MS",33.1944,-89.7711,08060201,18190,2019-02-28,cfs,7,8,97.87,1209.67,665.14
07289730,"BIG BLACK RIVER NR BENTONIA, MS",32.6031,-90.3639,08060202,16555.7,2019-02-28,cfs,7,0,91.52,374.56,265.17
